chrom,strand,position,weight_sg,weight_berth,read_density,leading_clip_length,trailing_clip_length,junction_start_cnt,junction_end_cnt,junction_cross_cnt,label
chr1,-,674416,1,0,1,402,85,0,0,7,0
chr1,-,710607,1,0,1,81,196,0,0,8,0
chr1,-,713365,1,0,1,74,0,0,0,9,0
chr1,-,716359,2,0,2,50,64,0,0,10,0
chr1,-,725064,4,0,1,56,10,0,0,12,0
chr1,-,727436,1,0,1,42,62,1,0,23,0
chr1,-,727643,1,0,1,78,20,1,0,24,0
chr1,-,728090,1,0,1,1,281,0,0,25,0
chr1,-,733304,1,0,1,4,1635,0,3,18,0
chr1,-,736710,1,0,1,4,1635,0,3,21,0
chr1,-,738115,1,0,1,4,80,0,0,25,0
chr1,-,753598,1,0,1,28,82,0,0,15,0
chr1,-,756074,1,0,1,979,7,0,8,6,0
chr1,-,767566,1,0,1,90,9,0,0,4,0
chr1,-,779500,1,0,1,304,86,0,0,2,0
chr1,-,800876,1,0,1,152,1,0,0,1,0
chr1,-,0,0,4,0,0,0,0,0,0,0
chr1,-,24894,0,5,0,0,0,5,0,4,0
chr1,-,29400,0,19,0,0,0,0,3,2,0
chr1,-,195419,0,4,0,0,0,3,0,2,0
chr1,-,199875,0,14,0,0,0,0,4,1,0
chr1,-,492143,0,5,0,0,0,0,0,12,0
chr1,-,630686,0,12,0,0,0,1,1,19,0
chr1,-,632713,0,3,10,132,60,5,1,16,1
chr1,-,634376,0,27,0,0,0,8,1,12,0
chr1,-,765151,0,3,1,22,65,0,0,5,0
chr1,-,816539,1,0,1,110,0,0,0,0,0
chr1,+,824331,1,0,1,74,2,0,0,0,0
chr1,+,827597,12,0,2,36,163,0,0,0,1
chr1,+,841253,1,0,1,352,394,0,0,2,0
chr1,+,847650,2,0,2,510,86,0,1,2,0
chr1,+,849917,1,0,1,383,129,0,0,4,0
chr1,+,827678,0,8,8,34,70,0,0,0,0
chr1,-,849983,1,0,1,2887,158,0,0,0,0
chr1,+,914808,1,0,1,0,96,0,0,0,0
chr1,-,944202,17,0,17,67,20,0,0,0,0
chr1,-,958144,3,0,1,100,12,0,0,4,0
chr1,+,963219,1,0,1,685,1,1,0,0,0
chr1,+,972376,1,0,1,65,34,1,0,0,0
chr1,+,974901,1,0,1,207,89,0,0,1,0
chr1,-,994053,1,0,1,715,18,0,0,0,0
chr1,-,1013493,2,0,2,11,76,0,0,1,1
chr1,-,1054990,1,0,1,151,48,0,0,0,0
chr1,+,995993,1,0,1,19,89,1,0,0,0
chr1,+,1006775,3,0,3,46,56,3,0,1,0
chr1,+,1008059,1,0,1,234,0,0,0,4,0
chr1,+,1013434,440,0,38,36,47,0,0,5,0
chr1,+,1063130,1,0,1,0,40,0,0,3,0
chr1,+,1064377,44,0,15,76,35,0,0,4,0
chr1,+,1065635,1,0,1,83,13,0,0,8,0
chr1,+,1097413,1,0,1,11,99,0,0,2,0
chr1,+,1013466,0,653,608,11,0,0,4,1,1
chr1,+,1064397,0,5,17,69,40,0,0,4,0
chr1,+,1064406,0,39,19,85,45,0,0,4,0
chr1,-,1081822,2,0,2,11,82,0,0,0,0
chr1,-,1094828,1,0,1,111,57,0,0,1,0
chr1,-,1203505,7,0,7,67,25,0,0,0,0
chr1,-,1211339,9,0,9,59,190,0,0,0,0
chr1,-,1216908,2,0,2,74,30,0,0,0,0
chr1,-,1253911,2,0,2,82,11,0,0,0,0
chr1,-,1256910,0,10,0,0,0,0,0,4,0
chr1,+,1290673,1,0,1,0,100,1,0,0,0
chr1,+,1308559,15,15,8,11,78,0,0,0,1
chr1,+,1308743,1,0,1,66,49,5,0,0,0
chr1,+,1310734,1,0,1,177,136,2,0,4,0
chr1,+,1317115,1,0,1,63,91,0,0,0,0
chr1,+,1324801,4,0,4,161,43,0,0,0,1
chr1,+,1364324,1,0,1,452,62,1,0,0,0
chr1,+,1373735,2,0,2,69,70,0,0,1,0
chr1,+,1386720,2,0,2,64,105,0,0,1,0
chr1,+,1391396,2,0,1,575,84,0,0,1,0
chr1,+,1396746,1,0,1,57,32,1,0,1,0
chr1,+,1399520,16,14,10,28,49,0,0,2,1
chr1,-,1311596,42,0,40,47,127,0,0,0,0
chr1,-,1318682,1,0,1,93,12,0,0,5,0
chr1,-,1322713,1,0,1,515,77,0,0,5,0
chr1,-,1324808,2,0,1,18,133,0,0,1,1
chr1,-,1363901,1,0,1,69,12,0,0,1,0
chr1,-,1373709,252,0,238,0,9,0,0,1,0
chr1,-,1378177,1,0,1,70,69,0,0,1,0
chr1,-,1385708,108,0,3,59,29,0,0,2,0
chr1,-,1396746,18,0,18,52,74,5,0,5,0
chr1,-,1401484,1,0,1,162,67,0,0,5,0
chr1,-,1401905,5,0,182,3,26,0,6,0,0
chr1,-,1405434,1,0,1,70,12,0,0,15,0
chr1,-,1408039,1,0,1,93,34,0,0,2,0
chr1,-,1412878,1,0,1,2,63,0,0,2,0
chr1,-,1464498,1,0,1,1090,72,0,0,1,0
chr1,-,0,0,14,0,0,0,0,0,0,0
chr1,-,1321094,0,4,0,0,0,4,0,1,0
chr1,-,1324677,0,17,0,0,0,0,0,1,0
chr1,-,1374172,0,9,3,3,38,2,1,2,0
chr1,-,1374249,0,4,0,0,0,0,2,2,0
chr1,-,1374297,0,5,0,0,0,0,1,2,0
chr1,-,1374451,0,11,0,0,0,9,0,2,0
chr1,-,1374792,0,31,0,0,0,6,0,6,0
chr1,-,1375228,0,185,0,0,0,0,0,1,0
chr1,-,1388073,0,3,0,0,0,6,0,6,0
chr1,-,1388795,0,47,1,65,6,0,0,7,0
chr1,-,1391143,0,26,0,0,0,0,0,12,0
chr1,-,1394777,0,8,0,0,0,0,0,5,0
chr1,-,1399364,0,5,0,0,0,0,0,5,0
chr1,-,1405873,0,5,0,0,0,7,0,4,0
chr1,-,1407020,0,5,0,0,0,4,0,2,0
chr1,-,1407264,0,135,0,0,0,0,0,2,0
chr1,-,1407272,0,39,0,0,0,0,0,2,0
chr1,-,1407306,0,27,0,0,0,0,0,2,0
chr1,+,1450834,1,0,1,89,10,0,0,0,0
chr1,+,1458828,1,0,1,97,1048,0,0,1,0
chr1,+,1462464,4,0,3,63,40,0,0,2,0
chr1,+,1471769,3,0,3,35,51,0,0,1,1
chr1,+,1490480,1,0,1,81,109,0,0,3,0
chr1,+,1505139,1,0,1,12,173,0,0,1,0
chr1,+,1505564,3,0,1,10,147,0,0,2,0
chr1,+,1512148,2,0,2,36,28,0,0,0,1
chr1,+,1522720,1,0,1,100,19,0,1,2,0
chr1,-,1534347,1,0,1,38,127,1,0,0,0
chr1,+,1615461,2,0,2,16,98,0,0,0,1
chr1,+,1615907,1,0,1,13,74,0,0,1,0
chr1,+,1628570,1,0,1,116,37,0,0,1,0
chr1,+,1628938,2,0,2,41,51,0,0,2,0
chr1,+,1629637,1,0,1,44,114,0,3,1,0
chr1,+,1630034,1,0,1,832,79,0,0,2,0
chr1,+,1654437,5,0,5,12,381,2,0,0,0
chr1,+,1659258,1,0,1,14,136,0,0,2,0
chr1,+,1673042,1,0,1,18,66,0,0,2,0
chr1,+,1689221,1,0,1,67,13,0,0,1,0
chr1,+,1716916,1,0,1,57,0,0,0,1,0
chr1,+,1718803,1,0,1,69,178,0,0,1,0
chr1,+,1724569,1,0,1,14,136,0,0,1,0
chr1,+,1724835,3,0,3,30,81,0,0,2,0
chr1,+,1727384,4,0,4,60,712,0,0,5,0
chr1,+,1734211,2,0,2,479,66,0,0,7,0
chr1,+,1741798,1,0,1,12,116,0,0,2,0
chr1,+,1785291,1,0,1,77,56,0,0,1,0
chr1,+,1822307,1,0,1,61,14,0,0,0,0
chr1,-,1541672,67,0,61,45,59,0,0,0,0
chr1,-,1562338,6,0,6,67,81,0,0,4,0
chr1,-,1563918,11,0,1,264,14,0,0,5,0
chr1,-,1635225,6,0,2,85,188,0,0,2,0
chr1,-,1652426,7,0,33,61,28,0,5,1,0
chr1,-,1661477,4,0,4,74,1164,0,0,3,0
chr1,-,1668331,1,0,1,462,81,0,0,6,0
chr1,-,1674667,1,0,1,30,62,0,0,7,0
chr1,-,1675042,1,0,1,59,45,0,0,8,0
chr1,-,1695046,1,0,1,105,70,0,0,3,0
chr1,-,1698624,2,0,2,42,519,0,0,3,0
chr1,-,1702382,7,0,3,77,228,0,0,5,0
chr1,-,1716919,2,0,2,33,41,0,0,6,0
chr1,-,1718911,1,0,1,355,62,1,0,6,0
chr1,-,1722388,1,0,1,810,66,0,0,7,0
chr1,-,1724900,1,0,1,26,63,0,0,4,0
chr1,-,1725523,1,0,1,68,12,1,0,5,0
chr1,-,1727384,5,0,5,50,646,0,0,6,0
chr1,-,1732091,1,0,1,26,81,0,1,9,0
chr1,-,1737523,1,0,1,30,218,0,0,5,0
chr1,-,1737898,1,0,1,59,35,0,0,6,0
chr1,-,1747275,1,0,1,105,70,0,0,3,0
chr1,-,1751234,5,0,5,76,116,0,0,3,0
chr1,-,1785285,26,0,4,73,113,0,0,3,0
chr1,-,1800228,1,0,1,16,68,0,0,5,0
chr1,-,1866024,1,0,1,1011,64,0,0,4,0
chr1,-,1574649,0,62,0,0,0,1,0,2,0
chr1,-,1574850,0,4,0,0,0,0,0,3,0
chr1,-,1655466,0,3,0,0,0,6,0,0,0
chr1,-,1657500,0,8,0,0,0,6,0,3,0
chr1,-,1657927,0,4,0,0,0,0,0,9,0
chr1,-,1659008,0,34,0,0,0,0,0,3,0
chr1,-,1659209,0,5,0,0,0,0,0,3,0
chr1,-,1721693,0,3,0,0,0,3,0,4,0
chr1,-,1722833,0,5,0,0,0,4,0,4,0
chr1,-,1723254,0,3,0,0,0,0,0,8,0
chr1,-,1724345,0,11,0,0,0,0,0,4,0
chr1,-,1780077,0,4,0,0,0,1,0,3,0
chr1,-,1787440,0,4,0,0,0,2,0,3,0
chr1,-,1789172,0,7,0,0,0,0,0,3,0
chr1,+,2183363,2,0,1,330,79,0,0,0,0
chr1,-,2189545,33,0,26,57,100,0,0,0,0
chr1,-,2191900,1,0,1,63,172,0,0,7,0
chr1,-,2194134,0,11,0,0,0,1,0,2,0
chr1,+,2229523,1,0,1,180,17,0,0,0,0
chr1,-,2325219,1,0,1,3,461,0,0,0,0
chr1,-,2378978,1,0,1,81,11,0,0,1,1
chr1,-,2388006,1,0,1,87,14,0,0,2,0
chr1,-,2401306,1,0,1,56,433,0,0,1,0
chr1,-,2401408,1,0,1,526,10,2,0,1,0
chr1,-,2403975,1,0,1,61,8,0,0,3,0
chr1,-,2404256,1,0,1,0,96,0,0,4,0
chr1,-,2508537,4,0,3,70,403,0,0,0,0
chr1,-,2549922,2,0,2,50,613,0,0,0,0
chr1,-,2550282,1,0,1,59,12,2,0,0,1
chr1,-,2561886,1,0,1,13,92,0,0,0,0
chr1,+,2344229,1,0,1,254,112,1,0,0,0
chr1,+,2363122,1,0,1,29,76,0,0,1,0
chr1,+,2366082,1,0,1,0,9,0,0,2,0
chr1,+,2391773,110,19,36,45,34,0,0,1,0
chr1,+,2395175,7,0,1,57,76,0,0,8,0
chr1,+,2401210,1,0,1,100,4,1,0,8,0
chr1,+,2511646,1,0,1,216,72,1,0,1,0
chr1,+,2555748,2,7,2,13,98,0,0,2,0
chr1,+,2557150,1,0,1,13,76,0,0,4,0
chr1,+,2558339,2,0,2,448,19,0,2,3,0
chr1,+,2556351,0,10,12,36,153,0,0,5,1
chr1,+,2556520,0,16,14,34,57,0,0,4,0
chr1,+,2577010,4,0,1,14,101,0,0,0,0
chr1,+,2586776,2,0,2,37,47,0,0,0,1
chr1,-,2577021,3,0,2,42,80,0,0,0,0
chr1,+,2827727,1,0,1,61,15,0,0,0,0
chr1,-,3623478,1,0,1,70,23,0,0,0,0
chr1,+,3625485,1,0,1,9,73,1,0,0,0
chr1,+,3631046,1,0,1,274,65,1,0,0,0
chr1,-,3630766,23,0,23,66,50,0,0,0,0
chr1,-,3647053,2,0,2,86,21,0,0,4,0
chr1,-,3661889,1,0,1,21,13,0,0,0,0
chr1,-,3733919,1,0,1,74,25,0,0,0,0
chr1,+,3733623,1,0,1,15,77,0,0,0,0
chr1,+,3733919,2,0,1,11,98,1,0,0,0
chr1,-,3737148,2,0,2,57,35,0,0,0,0
chr1,+,3772673,3,0,2,37,80,0,0,0,0
chr1,-,3780218,6,0,4,103,12,0,0,0,0
chr1,-,3814784,3,0,3,115,12,0,0,0,0
chr1,-,3832987,1,0,1,75,49,0,0,1,0
chr1,+,3780332,1,0,1,104,1,0,0,0,0
chr1,-,3842763,1,0,1,89,0,0,0,0,0
chr1,-,3843376,1,0,1,11,206,0,0,1,0
chr1,-,3862614,1,0,1,4,81,0,0,0,0
chr1,+,3857450,3,0,2,40,57,0,0,0,1
chr1,-,3867927,1,0,1,155,59,1,0,0,0
chr1,-,3889132,15,0,14,76,59,0,0,1,0
chr1,+,3889134,6,0,6,45,119,0,0,0,0
chr1,+,4634495,1,0,1,1092,82,0,0,0,0
chr1,+,4639331,1,0,1,105,76,0,0,0,0
chr1,-,5155570,1,0,1,26,61,0,0,0,0
chr1,-,5603461,2,0,1,64,637,0,0,0,0
chr1,+,5656159,1,0,1,92,289,0,0,0,0
chr1,+,5710718,1,0,1,204,48,0,0,1,0
chr1,-,5862829,1,0,1,117,306,0,0,0,0
chr1,+,5992722,3,0,3,41,251,0,0,0,1
chr1,+,5995965,1,0,1,0,25,0,0,2,0
chr1,+,6026271,6,0,2,60,74,0,0,1,0
chr1,+,6027613,1,0,1,137,62,0,0,2,0
chr1,+,6073731,1,0,1,28,307,2,1,1,0
chr1,-,6099138,1,0,1,48,81,0,0,0,0
chr1,+,6185036,2,0,2,72,43,1,0,0,0
chr1,+,6186614,4,0,4,64,57,0,0,2,0
chr1,+,6214635,3,0,3,44,71,0,0,0,0
chr1,-,6182057,2,0,2,43,47,2,0,0,0
chr1,-,6185019,25,0,20,67,24,0,0,2,0
chr1,-,6204829,2,0,2,41,39,0,0,2,0
chr1,-,6214788,2,0,1,4,62,0,0,2,0
chr1,-,6264271,33,0,32,51,94,0,0,1,0
chr1,-,6375296,1,0,1,528,18,0,0,2,0
chr1,-,0,0,17,0,0,0,0,0,0,0
chr1,-,6193045,0,73,0,0,0,22,1,4,0
chr1,-,6193054,0,15,0,0,0,22,0,5,0
chr1,-,6197763,0,537,0,0,0,26,0,2,0
chr1,-,6199654,0,1569,0,0,0,0,0,4,0
chr1,-,6358971,0,4,0,0,0,0,0,2,0
chr1,-,6413046,1,0,1,22,67,0,0,0,0
chr1,-,6461150,4,0,4,45,50,0,0,0,0
chr1,-,6521346,14,0,14,51,66,0,0,0,0
chr1,-,6547878,1,0,1,85,29,0,0,3,0
chr1,-,6523603,0,5,0,0,0,0,0,7,0
chr1,-,6545949,0,3,0,0,0,0,0,3,0
chr1,+,6521346,10,0,9,58,78,0,0,0,0
chr1,+,6524308,1,0,1,7,82,0,0,3,0
chr1,+,6547970,1,0,1,118,54,0,0,1,0
chr1,+,6579995,3,0,3,12,113,0,0,1,1
chr1,+,6581437,1,0,1,156,23,0,0,3,0
chr1,+,6583603,2,0,2,37,47,0,0,4,0
chr1,+,6613757,1,0,1,49,49,0,0,0,1
chr1,+,6616027,2,0,1,13,58,0,0,1,0
chr1,+,6625152,23,20,20,14,61,0,0,0,1
chr1,-,6634169,4,0,4,76,24,0,0,0,0
chr1,-,6647089,1,0,1,9,113,0,0,3,0
chr1,-,6666363,1,0,1,67,15,0,0,2,0
chr1,-,6791112,1,0,1,61,85,0,0,0,0
chr1,-,6828286,1,0,1,60,5,1,0,0,0
chr1,+,6784855,1,0,1,73,34,1,0,0,0
chr1,+,6785438,202,215,209,26,2,0,1,0,1
chr1,+,6820178,9,14,18,143,83,0,3,6,0
chr1,+,6824885,1,0,1,71,72,1,0,11,0
chr1,+,6871755,1,0,1,5,88,0,6,3,0
chr1,+,6825089,0,4,4,280,50,0,7,4,0
chr1,-,7101798,1,0,1,730,2773,0,0,0,0
chr1,+,7091301,1,0,1,229,104,0,0,0,0
chr1,+,7403598,1,0,1,265,0,1,0,0,0
chr1,+,7407029,1,0,1,14,83,0,0,1,0
chr1,-,7568168,1,0,1,1067,481,0,0,0,0
chr1,+,7771271,10,0,10,36,71,0,0,0,1
chr1,-,7715457,1,0,1,424,91,1,0,0,0
chr1,+,7904354,1,0,1,2404,15,0,0,0,0
chr1,-,7917671,1,0,1,1,61,0,0,0,0
chr1,-,7921792,1,0,1,23,64,0,0,1,0
chr1,-,7978392,1,0,1,66,379,0,0,0,0
chr1,+,7954285,1,0,1,67,4,1,0,0,0
chr1,+,7961652,158,454,297,20,4,2,0,1,0
chr1,+,7962737,3,0,76,63,41,0,19,5,0
chr1,+,7976719,2,0,2,37,60,0,0,16,0
chr1,+,7990883,2,0,2,59,17,0,0,1,0
chr1,+,7962759,0,85,82,66,43,0,19,5,0
chr1,+,7965322,0,19,17,304,69,1,7,8,0
chr1,+,7969342,0,5,10,175,66,3,18,11,0
chr1,+,7970891,0,7,8,223,75,1,11,7,0
chr1,+,7977649,0,10,10,73,67,1,9,6,0
chr1,-,8011727,1,0,1,76,16,0,0,0,0
chr1,+,8239982,1,0,1,75,330,0,0,0,1
chr1,+,8367039,1,0,1,7,75,0,0,0,0
chr1,+,8423428,1,0,1,61,22,0,0,0,0
chr1,+,8441759,1,0,1,26,80,0,0,0,0
chr1,-,8360935,1,0,1,75,61,0,0,0,0
chr1,-,8455480,1,0,1,97,27,0,0,1,0
chr1,-,8743269,8,0,8,21,166,5,0,0,0
chr1,-,8769981,1,0,1,80,28,0,0,2,0
chr1,-,8805844,1,0,1,74,3,0,0,3,0
chr1,-,8851076,1,0,1,175,908,1,0,3,0
chr1,-,8852136,1,0,1,136,245,1,0,4,0
chr1,-,8852593,1,0,2,79,3,2,0,5,0
chr1,-,8854043,1,0,1,32,60,0,0,7,0
chr1,-,8857699,7,0,7,116,43,6,0,7,0
chr1,-,8860960,1,0,1703,0,5,0,6,7,0
chr1,-,8866277,4,0,16,92,90,4,29,44,0
chr1,-,8876611,1,0,1,84,16,0,0,34,0
chr1,-,8893410,2,0,2,16,71,1,0,2,0
chr1,-,0,0,79,0,0,0,0,0,0,0
chr1,-,8751091,0,6,0,0,0,0,0,2,0
chr1,-,8862948,0,32,8,303,106,16,8,109,0
chr1,-,8863343,0,49,13,0,63,30,0,77,0
chr1,-,8864040,0,57,8,7,94,24,8,46,0
chr1,-,8864048,0,4,6,9,102,29,5,48,0
chr1,-,8864061,0,17,5,11,98,29,4,48,0
chr1,-,8864084,0,5,5,11,98,27,0,52,0
chr1,-,8864094,0,10,4,13,105,25,0,54,0
chr1,-,8865433,0,55,15,97,100,25,2,48,0
chr1,-,8865469,0,7,6,192,124,19,1,54,0
chr1,-,8865478,0,8,4,270,155,19,1,54,0
chr1,-,8866409,0,33,13,13,75,7,8,42,0
chr1,-,8866420,0,5,10,20,84,5,5,44,0
chr1,-,8866457,0,6,8,27,87,20,2,46,0
chr1,-,8866492,0,4,4,11,62,24,0,46,0
chr1,-,8866502,0,5,2,19,65,22,0,48,0
chr1,-,8868059,0,31,4,57,67,36,3,62,0
chr1,-,8870513,0,25,6,33,380,17,1,75,0
chr1,-,8871988,0,28,2,349,183,15,3,42,0
chr1,-,8874924,0,125,0,0,0,14,1,22,0
chr1,-,8878725,0,1505,0,0,0,2,1,2,0
chr1,-,8878733,0,20,0,0,0,2,0,2,0
chr1,+,8743265,31,28,31,20,229,9,0,0,0
chr1,+,8769788,1,0,1,60,374,0,0,2,0
chr1,+,8771628,1,0,1,703,11,0,0,3,0
chr1,+,8785631,1,0,1,11,65,0,0,4,0
chr1,+,8799749,1,0,1,72,27,0,0,1,0
chr1,+,8803062,1,0,1,0,51,0,0,2,0
chr1,+,8861001,5,5,5,75,177,0,0,1,0
chr1,+,8875767,1,0,1,9,55,0,0,1,0
chr1,+,8878841,1,0,1,53,84,0,0,2,1
chr1,+,9049355,1,0,1,1,85,0,0,1,0
chr1,+,9066596,1,0,1,13,81,0,0,0,0
chr1,-,9036942,13,0,12,42,55,0,0,0,0
chr1,+,9100304,13,0,12,50,43,0,0,0,0
chr1,+,9145775,1,0,1,100,63,0,0,0,0
chr1,+,9149258,1,0,1,12,704,0,0,1,0
chr1,+,9154768,1,0,1,0,64,0,0,2,0
chr1,+,9177473,1,0,1,171,68,0,0,1,0
chr1,+,9182167,4,0,4,37,73,0,0,0,1
chr1,-,9100307,2,0,2,22,67,0,0,0,0
chr1,-,9102524,1,0,1,84,9,0,0,2,0
chr1,-,9115330,1,0,1,29,135,0,0,1,0
chr1,-,9137714,1,0,1,0,48,0,0,1,0
chr1,-,9148286,2,0,2,45,35,0,0,1,0
chr1,-,9160678,1,0,1,398,423,0,0,2,0
chr1,-,9165671,1,0,1,81,8,0,0,2,0
chr1,-,9180012,1,0,1,631,65,1,0,2,0
chr1,-,9223377,2,0,2,44,406,0,0,1,0
chr1,+,9237241,1,0,1,58,20,0,0,0,0
chr1,+,9264733,1,0,1,11,75,0,0,0,0
chr1,-,9237230,1,0,1,7,99,0,0,0,0
chr1,-,9329645,1,0,1,116,15,0,0,0,0
chr1,-,9628446,1,0,1,66,18,0,0,0,0
chr1,-,9632311,1,0,1,5,61,0,0,0,0
chr1,-,9634149,2,0,2,102,213,1,0,1,0
chr1,-,9640297,1,0,1,468,80,0,0,2,0
chr1,-,9651752,1,0,1,15,58,1,0,0,1
chr1,-,9652627,3,0,1,37,69,0,0,1,0
chr1,-,9657301,1,0,1,2,46,0,0,1,0
chr1,-,9666227,1,0,1,66,26,0,0,2,0
chr1,-,9666697,1,0,1,616,0,0,0,3,0
chr1,-,9667902,1,0,1,38,6,0,0,4,0
chr1,-,9672406,1,0,1,82,22,0,0,4,0
chr1,-,9673107,1,0,1,66,288,0,0,5,0
chr1,-,9680838,19,0,18,70,85,0,0,5,0
chr1,-,9698150,1,0,1,30,63,0,0,3,0
chr1,-,9700145,1,0,1,217,315,0,0,3,0
chr1,-,9707318,1,0,1,42,8,0,0,4,0
chr1,-,9727808,2,0,2,39,30,0,0,3,0
chr1,-,9687585,0,19,0,0,0,0,0,4,1
chr1,-,9729986,1,0,1,25,65,0,0,0,0
chr1,+,9539489,1,0,1,57,2,0,0,0,1
chr1,+,9544264,1,0,1,90,17,0,0,1,0
chr1,+,9562919,1,0,1,62,0,0,0,2,0
chr1,+,9578880,1,0,1,250,0,0,0,3,0
chr1,+,9611200,1,0,1,18,52,0,0,2,0
chr1,+,9634138,4,0,4,15,54,0,0,2,0
chr1,+,9642729,1,0,1,79,1677,0,0,3,0
chr1,+,9651743,3,0,3,62,541,0,0,2,1
chr1,+,9676543,2,0,1,106,57,0,0,5,0
chr1,+,9682924,1,0,1,468,35,1,0,5,0
chr1,+,9691465,1,0,1,129,4,0,2,4,1
chr1,+,9691601,1,0,1,146,65,2,0,4,0
chr1,+,9698427,1,0,1,229,53,0,0,6,0
chr1,+,9699902,1,0,1,0,262,0,0,7,0
chr1,+,9710103,1,0,1,65,92,0,1,6,0
chr1,+,9716437,1,0,1,249,67,0,1,4,0
chr1,+,9721759,1,0,1,1260,183,0,1,5,0
chr1,+,9726289,1,0,1,757,146,0,0,5,0
chr1,+,9729851,1,0,1,65,17,0,0,1,0
chr1,+,9758502,1,0,1,72,5,1,0,1,0
chr1,-,9755162,1,0,1,215,257,0,0,0,0
chr1,+,9855261,1,0,1,10,70,0,0,0,0
chr1,-,9850108,5,0,2,75,17,0,0,0,0
chr1,+,9926394,1,0,1,28,63,0,0,0,0
chr1,+,9942921,1,0,1,69,17,0,0,0,1
chr1,+,9943444,4,0,4,52,34,0,0,1,1
chr1,+,9972016,2,0,3,85,84,0,2,0,0
chr1,+,9985945,1,0,1,224,69,0,0,2,0
chr1,+,10032943,3,0,2,71,22,0,0,0,1
chr1,+,10044031,1,0,1,68,186,1,0,1,0
chr1,+,10137935,1,0,1,12,80,0,0,0,0
chr1,+,10161141,1,0,1,69,20,0,0,0,0
chr1,+,10167780,2,0,1,1753,20,0,0,1,0
chr1,+,10169897,2,0,1,358,24,0,0,1,0
chr1,-,9922120,1,0,1,58,11,0,0,0,0
chr1,-,9926739,1,0,1,9,58,0,0,1,0
chr1,-,9928011,1,0,1,61,1,0,0,2,0
chr1,-,9931265,1,0,1,785,25,0,0,5,0
chr1,-,9941201,1,0,1,8,70,0,0,3,0
chr1,-,10035713,1,0,1,177,1,0,0,1,0
chr1,-,10068338,1,0,1,65,1290,0,0,1,0
chr1,-,9942792,0,5,0,0,0,3,0,1,0
chr1,-,9943320,0,9,0,0,0,0,2,1,0
chr1,-,10187766,1,0,1,1154,216,0,0,0,0
