chrom,strand,position,weight_sg,weight_berth,read_density,leading_clip_length,trailing_clip_length,junction_start_cnt,junction_end_cnt,junction_cross_cnt,label
chr1,-,727143,1,0,1,102.0,6.0,0,0,23,0
chr1,-,732969,1,0,1,60.0,107.0,0,0,20,0
chr1,-,739057,1,0,1,10.0,45.0,4,4,20,0
chr1,-,743352,1,0,2,66.5,15.0,5,5,14,0
chr1,-,753560,8,0,8,445.875,21.625,0,0,15,0
chr1,-,765249,1,0,1,73.0,5.0,2,2,5,0
chr1,-,765756,2,0,1,17.0,69.0,0,0,5,0
chr1,-,774281,1,0,1,168.0,119.0,1,1,3,0
chr1,-,775323,1,0,1,90.0,9.0,0,0,3,0
chr1,-,778638,3,0,3,211.0,33.3333,0,0,2,0
chr1,-,781593,1,0,1,304.0,86.0,0,0,2,0
chr1,-,787679,1,0,1,402.0,85.0,0,0,1,0
chr1,-,810170,2,0,1,81.0,196.0,0,0,0,0
chr1,-,0,0,4,0,,,0,0,0,0
chr1,-,632713,0,3,18,283.111,66.5556,5,5,16,0
chr1,-,634376,0,27,61,418.098,60.2623,8,8,12,0
chr1,-,765151,0,3,11,128.545,54.5455,0,0,5,0
chr1,-,817581,1,0,1,110.0,0.0,0,0,0,0
chr1,+,825642,1,0,1,74.0,2.0,0,0,0,0
chr1,+,829408,2,0,2,35.0,93.5,0,0,2,0
chr1,+,855450,16,0,1,383.0,129.0,0,0,0,0
chr1,+,854144,0,4,4,56.5,58.75,0,0,0,0
chr1,+,854413,0,4,7,47.0,88.4286,0,0,0,0
chr1,-,857139,1,0,1,2887.0,158.0,0,0,0,0
chr1,+,920999,1,0,1,0.0,96.0,0,0,0,0
chr1,-,945023,1,0,1,119.0,19.0,0,0,1,0
chr1,-,946547,1,0,2,127.5,2.5,5,5,2,0
chr1,-,954398,1,0,1,26.0,50.0,0,0,2,0
chr1,-,959086,2,0,2,883.0,76.5,1,1,0,0
chr1,-,959279,17,0,17,50.0,49.1765,0,0,0,0
chr1,+,965722,1,0,1,685.0,1.0,0,0,0,0
chr1,+,975850,2,0,2,136.0,61.5,0,0,0,0
chr1,-,1014540,3,0,3,246.333,57.3333,0,0,0,0
chr1,-,1055314,1,0,1,151.0,48.0,0,0,0,0
chr1,+,1014544,5,620,643,53.5132,67.8367,2,2,1,0
chr1,+,1069322,1,0,1,83.0,13.0,0,0,2,0
chr1,+,1100049,1,0,1,11.0,99.0,0,0,2,0
chr1,+,1120062,2,0,2,42.0,41.5,0,0,0,0
chr1,+,0,0,10,0,,,0,0,0,0
chr1,+,1014451,0,23,20,61.85,85.9,0,0,1,0
chr1,+,1066441,0,39,13,75.7692,64.2308,0,0,2,0
chr1,+,1066453,0,5,13,75.7692,64.2308,0,0,2,0
chr1,-,1092104,1,0,1,21.0,97.0,1,1,0,0
chr1,-,1102072,1,0,1,111.0,57.0,0,0,1,0
chr1,-,1116080,1,0,1,2.0,69.0,0,0,0,0
chr1,-,1206761,7,0,3,47.6667,50.3333,0,0,0,0
chr1,-,1212705,1,0,2,84.5,83.0,1,1,0,0
chr1,-,1213244,1,0,1,84.0,15.0,0,0,1,0
chr1,-,1214153,3,0,3,63.6667,386.667,0,0,0,0
chr1,-,1232065,1,0,1,26.0,60.0,0,0,0,0
chr1,-,1267994,1,0,2,79.0,124.5,2,2,2,0
chr1,-,1273868,26,0,25,83.32,53.4,0,0,0,0
chr1,-,1256910,0,10,9,67.7778,26.0,0,0,4,0
chr1,+,1292004,1,0,1,0.0,100.0,0,0,0,0
chr1,+,1312078,1,0,1,20.0,947.0,0,0,0,0
chr1,+,1311677,0,15,18,75.2222,84.2222,0,0,0,0
chr1,+,1318692,1,0,1,63.0,91.0,0,0,0,0
chr1,+,1328895,4,0,2,9.5,71.5,0,0,0,0
chr1,+,1374449,2,0,1,85.0,114.0,0,0,1,0
chr1,+,1387564,1,0,1,86.0,125.0,0,0,2,0
chr1,+,1388734,1,0,1,43.0,87.0,0,0,1,0
chr1,+,1394775,2,0,2,288.0,77.5,0,0,1,0
chr1,+,1404646,1,0,1,27.0,212.0,0,0,5,0
chr1,+,1405371,1,0,1,23.0,688.0,0,0,4,0
chr1,+,1406366,1,0,1,94.0,15.0,0,0,3,0
chr1,+,1407247,1,0,1,12.0,32.0,0,0,2,0
chr1,+,1410674,2,0,2,254.5,47.0,0,0,0,1
chr1,+,1402046,0,14,14,30.5714,57.0,1,1,2,0
chr1,-,1312148,1,0,1,47.0,1566.0,1,1,2,0
chr1,-,1312728,3,0,4,61.0,20.5,1,1,3,0
chr1,-,1312950,2,0,4,60.5,457.75,3,3,2,0
chr1,-,1321094,1,4,6,19.3333,186.667,4,4,1,0
chr1,-,1324677,24,17,21,54.7143,43.619,0,0,1,0
chr1,-,1328892,2,0,2,10.5,102.5,0,0,1,0
chr1,-,1365349,1,0,1,515.0,77.0,0,0,1,0
chr1,-,1375335,191,0,3,47.6667,27.3333,0,0,1,0
chr1,-,1394777,10,8,10,57.3,53.7,0,0,5,0
chr1,-,1396209,1,0,1,22.0,114.0,0,0,5,0
chr1,-,1399364,10,5,10,40.1,48.2,0,0,5,0
chr1,-,1407020,4,5,6,74.0,61.8333,4,4,2,0
chr1,-,1407306,207,27,92,81.5761,69.6087,0,0,2,0
chr1,-,1410682,1,0,1,93.0,34.0,0,0,2,1
chr1,-,1418484,1,0,1,2.0,63.0,0,0,2,0
chr1,-,1427650,1,0,1,86.0,101.0,0,0,1,0
chr1,-,1466264,2,0,1,1090.0,72.0,0,0,0,0
chr1,-,0,0,14,0,,,0,0,0,0
chr1,-,1374172,0,9,6,45.5,292.667,2,2,2,0
chr1,-,1374249,0,4,6,127.0,222.0,0,0,2,0
chr1,-,1374297,0,5,5,135.8,260.6,0,0,2,0
chr1,-,1374451,0,11,9,73.0,145.0,9,9,2,0
chr1,-,1374792,0,31,37,57.0,79.7568,6,6,6,0
chr1,-,1375228,0,185,178,66.9719,33.0674,0,0,1,0
chr1,-,1388073,0,3,4,56.75,95.5,6,6,6,0
chr1,-,1388795,0,47,59,51.4068,44.0847,0,0,7,0
chr1,-,1391143,0,26,28,93.3214,49.6429,0,0,12,1
chr1,-,1405873,0,5,6,93.0,191.167,7,7,4,0
chr1,-,1407264,0,135,192,76.0729,57.8698,0,0,2,0
chr1,-,1407272,0,39,181,75.8508,58.3425,0,0,2,0
chr1,+,1469128,5,0,2,73.5,9.5,0,0,1,0
chr1,+,1496199,2,0,2,14.0,77.5,0,0,2,0
chr1,+,1498358,1,0,1,97.0,1048.0,0,0,1,0
chr1,+,1509467,5,0,4,32.0,101.25,0,0,0,0
chr1,+,1534687,2,0,2,53.5,38.0,0,0,0,0
chr1,-,1534685,1,0,1,38.0,127.0,0,0,0,0
chr1,+,1617323,2,0,2,15.5,79.5,0,0,1,0
chr1,+,1630605,9,0,9,135.0,73.6667,0,0,0,0
chr1,+,1664436,1,0,1,2.0,62.0,0,0,3,0
chr1,+,1668147,1,0,1,76.0,687.0,0,0,2,0
chr1,+,1674651,1,0,1,18.0,66.0,1,1,1,0
chr1,+,1685448,1,0,1,46.0,76.0,0,0,1,0
chr1,+,1695395,1,0,1,0.0,208.0,0,0,1,0
chr1,+,1718629,1,0,1,57.0,0.0,0,0,1,0
chr1,+,1719903,1,0,1,69.0,178.0,0,0,1,0
chr1,+,1732256,1,0,1,70.0,17.0,0,0,7,0
chr1,+,1736519,3,0,3,327.0,67.3333,1,1,5,0
chr1,+,1737512,2,0,2,32.0,73.0,0,0,4,0
chr1,+,1741528,2,0,2,35.5,89.5,0,0,2,0
chr1,+,1747193,1,0,1,12.0,116.0,0,0,2,0
chr1,+,1784528,1,0,1,67.0,13.0,0,0,1,0
chr1,+,1785918,1,0,1,77.0,56.0,0,0,1,0
chr1,+,1797662,1,0,1,100.0,2017.0,0,0,0,0
chr1,+,1823262,1,0,1,61.0,14.0,0,0,0,0
chr1,-,1563755,5,0,1,69.0,241.0,0,0,5,0
chr1,-,1564917,2,0,4,134.5,193.25,3,3,4,0
chr1,-,1571663,1,0,1,71.0,15.0,0,0,6,0
chr1,-,1574850,38,4,5,88.4,41.6,0,0,3,0
chr1,-,1593297,1,0,1,22.0,52.0,0,0,2,0
chr1,-,1641822,1,0,1,26.0,1732.0,1,1,2,0
chr1,-,1650288,1,0,1,133.0,10.0,0,0,7,0
chr1,-,1650885,1,0,1,10.0,474.0,0,0,6,0
chr1,-,1657927,13,4,7,40.7143,35.7143,0,0,9,0
chr1,-,1659209,44,5,6,48.3333,31.6667,0,0,3,0
chr1,-,1677534,2,0,1,59.0,45.0,0,0,7,0
chr1,-,1677954,1,0,1,30.0,62.0,0,0,6,0
chr1,-,1690308,1,0,1,39.0,68.0,0,0,5,0
chr1,-,1692716,2,0,1,462.0,81.0,0,0,3,0
chr1,-,1696427,1,0,1,105.0,70.0,0,0,3,0
chr1,-,1708954,1,0,1,26.0,1732.0,1,1,5,0
chr1,-,1723254,10,3,5,39.0,37.6,0,0,8,0
chr1,-,1723529,1,0,1,23.0,977.0,0,0,7,0
chr1,-,1724574,18,0,1,66.0,16.0,0,0,4,0
chr1,-,1736847,4,0,4,17.25,64.5,0,0,5,0
chr1,-,1740391,2,0,1,59.0,35.0,0,0,4,0
chr1,-,1745991,1,0,1,26.0,81.0,0,0,3,0
chr1,-,1748658,1,0,1,105.0,70.0,0,0,3,0
chr1,-,1778449,2,0,2,26.0,40.5,0,0,5,0
chr1,-,1780077,5,4,5,51.0,56.8,1,1,3,0
chr1,-,1780514,1,0,1,33.0,53.0,0,0,3,0
chr1,-,1787440,1,4,5,146.2,329.6,2,2,3,0
chr1,-,1793312,1,0,1,85.0,16.0,1,1,4,0
chr1,-,1804011,1,0,1,16.0,68.0,0,0,5,0
chr1,-,1804583,1,0,1,66.0,6.0,1,1,3,0
chr1,-,1818305,2,0,2,60.5,60.0,0,0,4,0
chr1,-,1848359,1,0,1,29.0,2097.0,0,0,5,0
chr1,-,1855723,1,0,1,0.0,70.0,0,0,4,0
chr1,-,1866973,1,0,1,68.0,12.0,0,0,4,0
chr1,-,1869204,1,0,1,1011.0,64.0,0,0,3,0
chr1,-,1890445,1,0,1,92.0,13.0,0,0,2,0
chr1,-,1891074,3,0,1,10.0,64.0,0,0,0,0
chr1,-,1574649,0,62,51,75.7255,36.1961,1,1,2,0
chr1,-,1655466,0,3,5,57.0,99.8,6,6,0,0
chr1,-,1657500,0,8,12,88.1667,120.25,6,6,3,0
chr1,-,1659008,0,34,35,65.4571,28.8286,0,0,3,0
chr1,-,1721693,0,3,5,57.0,99.8,3,3,4,0
chr1,-,1722833,0,5,8,61.125,96.75,4,4,4,0
chr1,-,1724345,0,11,15,85.3333,44.4,0,0,4,0
chr1,-,1789172,0,7,7,82.5714,332.857,0,0,3,0
chr1,+,2185390,2,0,2,352.0,84.5,0,0,0,0
chr1,-,2194134,3,11,6,125.333,54.8333,1,1,2,0
chr1,-,2194773,20,0,20,57.95,38.75,0,0,0,0
chr1,+,2303327,1,0,1,180.0,17.0,0,0,0,0
chr1,-,2388812,1,0,1,41.0,50.0,0,0,3,0
chr1,-,2391712,2,0,1,87.0,14.0,0,0,1,0
chr1,-,2412541,1,0,1,80.0,1402.0,0,0,3,0
chr1,-,2436263,1,0,1,3.0,461.0,1,1,1,0
chr1,-,2436603,2,0,1,106.0,445.0,0,0,0,0
chr1,-,2521317,1,0,1,19.0,228.0,1,1,0,0
chr1,-,2526615,4,0,4,16.5,53.5,0,0,0,0
chr1,-,2551757,2,0,1,59.0,12.0,0,0,0,0
chr1,-,2563777,1,0,1,13.0,92.0,0,0,0,0
chr1,+,2367770,2,0,1,29.0,76.0,0,0,1,0
chr1,+,2400936,1,0,2,82.0,180.0,5,5,3,0
chr1,+,2405436,123,0,1,100.0,52.0,0,0,2,0
chr1,+,2436448,1,0,1,100.0,4.0,0,0,1,0
chr1,+,2563872,45,0,18,149.722,74.9444,0,0,1,0
chr1,+,2567131,1,0,1,8.0,1226.0,0,0,0,0
chr1,+,2403759,0,19,25,72.68,54.6,0,0,2,0
chr1,+,2563829,0,33,20,136.35,75.5,0,0,1,0
chr1,+,2584550,3,0,2,14.0,109.0,0,0,0,0
chr1,+,2590538,3,0,1,10.0,62.0,0,0,0,0
chr1,-,2580567,1,0,1,68.0,30.0,0,0,1,0
chr1,-,2600549,2,0,2,59.5,119.0,0,0,0,0
chr1,+,2859619,1,0,1,61.0,15.0,0,0,0,0
chr1,-,3624720,1,0,1,70.0,23.0,0,0,0,0
chr1,+,3630119,1,0,1,9.0,73.0,0,0,0,0
chr1,+,3648112,1,0,1,274.0,65.0,0,0,0,0
chr1,-,3636031,1,0,1,63.0,11.0,2,2,1,0
chr1,-,3646783,1,0,1,21.0,71.0,4,4,0,0
chr1,-,3650123,23,0,18,60.7222,35.5556,0,0,0,0
chr1,-,3664725,1,0,1,21.0,13.0,0,0,0,0
chr1,-,3736201,1,0,1,74.0,25.0,0,0,0,0
chr1,+,3736198,2,0,1,11.0,98.0,0,0,1,0
chr1,+,3765055,1,0,1,15.0,77.0,0,0,0,0
chr1,-,3747371,1,0,1,28.0,59.0,0,0,0,0
chr1,+,3776541,3,0,1,66.0,31.0,0,0,0,0
chr1,-,3783418,3,0,1,882.0,13.0,0,0,1,0
chr1,-,3784113,1,0,1,125.0,19.0,1,1,0,0
chr1,-,3787066,1,0,1,118.0,11.0,0,0,0,0
chr1,-,3825449,1,0,1,163.0,0.0,0,0,1,0
chr1,-,3826472,1,0,1,90.0,8.0,1,1,0,0
chr1,-,3840396,1,0,1,56.0,170.0,0,0,0,0
chr1,+,3848551,1,0,1,104.0,1.0,0,0,0,0
chr1,-,3857227,2,0,1,28.0,64.0,0,0,0,0
chr1,-,3864341,1,0,1,4.0,81.0,0,0,0,0
chr1,+,3864334,1,0,1,17.0,89.0,0,0,1,0
chr1,+,3885427,3,0,3,30.3333,62.6667,0,0,0,0
chr1,-,3892998,1,0,2,65.5,135.0,2,2,0,0
chr1,-,3900289,14,0,11,126.364,40.9091,0,0,0,0
chr1,+,3892998,1,0,1,63.0,108.0,0,0,2,0
chr1,+,3898501,1,0,1,69.0,40.0,0,0,1,0
chr1,+,3917246,1,0,1,22.0,61.0,0,0,0,0
chr1,+,4635470,1,0,1,1092.0,82.0,0,0,0,0
chr1,+,4640527,1,0,1,105.0,76.0,0,0,0,0
chr1,-,5161526,1,0,1,26.0,61.0,0,0,0,0
chr1,-,5603858,1,0,1,64.0,637.0,1,1,0,0
chr1,-,5604395,1,0,1,39.0,642.0,0,0,0,0
chr1,+,5747926,2,0,2,148.0,168.5,0,0,0,0
chr1,-,5874206,1,0,1,117.0,306.0,0,0,0,0
chr1,+,6018963,2,0,2,14.0,93.5,0,0,1,0
chr1,+,6029301,1,0,1,137.0,62.0,0,0,2,0
chr1,+,6074968,1,0,1,82.0,11.0,0,0,3,0
chr1,+,6086357,1,0,1,15.0,93.0,0,0,2,0
chr1,+,6095449,1,0,1,69.0,1.0,2,2,0,0
chr1,+,6101177,2,0,2,30.0,52.0,0,0,0,0
chr1,-,6101180,1,0,1,48.0,81.0,0,0,0,0
chr1,+,6186529,2,0,2,52.0,51.5,1,1,1,0
chr1,+,6189625,1,0,1,87.0,11.0,0,0,5,0
chr1,+,6191375,1,0,1,81.0,9.0,0,0,4,0
chr1,+,6193054,1,0,1,29.0,182.0,0,0,3,0
chr1,+,6197757,3,0,3,72.3333,43.3333,0,0,0,0
chr1,+,6220791,1,0,1,65.0,9.0,0,0,2,0
chr1,+,6223201,2,0,1,62.0,126.0,0,0,0,0
chr1,-,6189578,1,0,1,84.0,10.0,0,0,26,0
chr1,-,6191372,1,0,1,30.0,60.0,0,0,25,0
chr1,-,6192015,1,0,1,752.0,32.0,0,0,24,0
chr1,-,6199654,1440,1569,67,61.6567,33.0,0,0,4,0
chr1,-,6200063,1,0,1,74.0,5.0,0,0,3,0
chr1,-,6200582,1,0,1,86.0,120.0,0,0,2,0
chr1,-,6209316,2,0,2,41.5,40.0,0,0,3,0
chr1,-,6210484,1,0,1,114.0,32.0,0,0,2,0
chr1,-,6217399,1,0,1,4.0,62.0,0,0,3,0
chr1,-,6235964,1,0,1,473.0,63.0,0,0,1,0
chr1,-,6294981,1,0,1,24.0,668.0,2,2,4,0
chr1,-,6323738,1,0,1,32.0,64.0,0,0,6,0
chr1,-,6330759,1,0,1,66.0,317.0,0,0,5,0
chr1,-,6352818,1,0,1,98.0,1131.0,0,0,3,0
chr1,-,6358971,6,4,5,44.0,73.0,0,0,2,0
chr1,-,6387994,1,0,1,528.0,18.0,0,0,2,0
chr1,-,6393423,25,0,18,61.7222,68.0556,0,0,0,0
chr1,-,0,0,17,0,,,0,0,0,0
chr1,-,6193045,0,73,75,68.16,200.373,22,22,4,0
chr1,-,6193054,0,15,64,71.4219,185.984,22,22,5,0
chr1,-,6197763,0,537,516,75.186,89.4767,26,26,2,0
chr1,-,6419919,1,0,1,22.0,67.0,0,0,0,0
chr1,-,6463753,4,0,3,40.3333,68.0,0,0,0,0
chr1,-,6523603,5,5,5,56.6,79.2,0,0,7,0
chr1,-,6538993,1,0,1,2.0,43.0,0,0,6,0
chr1,-,6545949,7,3,7,50.4286,42.5714,0,0,3,0
chr1,-,6548668,2,0,2,47.5,55.0,0,0,2,0
chr1,-,6554533,1,0,1,74.0,11.0,0,0,1,0
chr1,-,6560208,1,0,1,18.0,147.0,0,0,0,0
chr1,+,6522905,5,0,4,65.75,24.5,0,0,4,0
chr1,+,6523588,2,0,2,93.0,71.0,0,0,3,0
chr1,+,6525285,2,0,1,86.0,207.0,0,0,2,0
chr1,+,6545947,1,0,1,269.0,50.0,0,0,1,0
chr1,+,6548657,1,0,1,118.0,54.0,0,0,1,0
chr1,+,6589280,8,0,8,30.0,85.875,0,0,1,0
chr1,+,6609353,1,0,1,7.0,82.0,0,0,0,0
chr1,+,6623515,3,0,1,13.0,58.0,0,0,0,0
chr1,+,6628390,1,0,1,15.0,80.0,0,0,1,0
chr1,+,6635584,1,0,1,15.0,73.0,0,0,0,0
chr1,+,6633564,0,20,23,29.3478,76.0435,0,0,0,0
chr1,-,6649855,1,0,1,9.0,113.0,0,0,4,0
chr1,-,6652953,1,0,1,87.0,474.0,1,1,1,0
chr1,-,6701849,5,0,4,72.0,38.5,0,0,0,0
chr1,-,6796178,1,0,1,61.0,85.0,0,0,0,0
chr1,-,6842940,1,0,1,60.0,5.0,0,0,0,0
chr1,+,6825950,1,0,1,14.0,493.0,0,0,10,0
chr1,+,6845586,1,0,1,8.0,23.0,0,0,9,0
chr1,+,6872049,230,228,208,77.9615,62.4808,0,0,6,0
chr1,+,6888204,24,0,24,64.0417,73.25,0,0,0,0
chr1,+,0,0,5,0,,,0,0,0,0
chr1,-,7104392,1,0,1,730.0,2773.0,0,0,0,0
chr1,+,7370263,1,0,1,229.0,104.0,0,0,0,1
chr1,+,7412227,2,0,1,14.0,83.0,0,0,0,0
chr1,-,7569797,1,0,1,1067.0,481.0,0,0,0,0
chr1,+,7781432,10,0,5,46.2,42.8,0,0,0,0
chr1,-,7855176,1,0,1,424.0,91.0,0,0,0,0
chr1,+,7925614,1,0,1,2404.0,15.0,0,0,0,0
chr1,-,7940849,3,0,3,86.3333,49.3333,0,0,0,0
chr1,-,7980322,1,0,1,66.0,379.0,0,0,0,0
chr1,+,7983945,1,0,1,42.0,80.0,0,0,11,0
chr1,+,7985343,3,0,3,63.0,52.6667,0,0,2,0
chr1,+,7988673,1,0,1,741.0,55.0,0,0,1,0
chr1,+,8002236,1,0,1,73.0,30.0,0,0,2,0
chr1,+,8004437,1,0,1,46.0,5.0,0,0,1,0
chr1,+,8027967,1,0,1,54.0,10.0,0,0,0,0
chr1,+,0,0,16,0,,,0,0,0,0
chr1,+,7985048,0,12,7,73.2857,27.2857,5,5,0,0
chr1,+,7985226,0,14,138,72.2971,71.5,1,1,0,0
chr1,+,7985287,0,538,571,73.7075,72.2329,2,2,0,0
chr1,-,8026309,1,0,1,76.0,16.0,0,0,0,0
chr1,+,8242449,1,0,1,75.0,330.0,0,0,0,0
chr1,+,8369504,1,0,1,7.0,75.0,0,0,0,0
chr1,+,8430041,1,0,1,61.0,22.0,0,0,0,0
chr1,+,8446796,1,0,1,26.0,80.0,0,0,0,0
chr1,-,8525991,1,0,1,75.0,61.0,0,0,1,0
chr1,-,8656118,1,0,1,97.0,27.0,0,0,0,0
chr1,-,8751091,6,6,6,31.6667,206.167,0,0,2,0
chr1,-,8807067,1,0,1,74.0,3.0,0,0,3,0
chr1,-,8855052,1,0,1,32.0,60.0,0,0,7,0
chr1,-,8864114,1,0,24,78.2083,149.458,18,18,61,0
chr1,-,8866120,3,0,2,33.5,30.0,0,0,73,0
chr1,-,8867876,2,0,1,96.0,1601.0,0,0,90,0
chr1,-,8872677,1,0,1,75.0,1823.0,0,0,57,0
chr1,-,8874924,54,125,135,104.681,225.889,14,14,22,0
chr1,-,8875419,2,0,2,44.0,40.5,0,0,34,0
chr1,-,8877891,1,0,1,39.0,66.0,0,0,34,0
chr1,-,8878981,121,0,1,81.0,4.0,0,0,4,1
chr1,-,8879298,1,0,1,21.0,65.0,0,0,3,0
chr1,-,8882360,1,0,1,182.0,9.0,0,0,2,0
chr1,-,8894620,4,0,4,23.5,53.75,0,0,2,0
chr1,-,8900445,1,0,1,152.0,22.0,0,0,1,0
chr1,-,8905660,1,0,1,23.0,455.0,0,0,0,0
chr1,-,0,0,79,0,,,0,0,0,0
chr1,-,8862948,0,32,37,66.7838,367.595,16,16,109,0
chr1,-,8863343,0,49,42,74.5,313.5,30,30,77,0
chr1,-,8864040,0,57,64,76.1562,157.922,24,24,46,0
chr1,-,8864048,0,4,71,80.7042,155.07,29,29,48,0
chr1,-,8864061,0,17,55,82.8182,128.436,29,29,48,0
chr1,-,8864084,0,5,48,82.9583,144.979,27,27,52,0
chr1,-,8864094,0,10,43,83.3953,125.395,25,25,54,0
chr1,-,8865433,0,55,62,78.7419,222.21,25,25,48,0
chr1,-,8865469,0,7,45,100.622,146.0,19,19,54,0
chr1,-,8865478,0,8,40,102.9,159.375,19,19,54,0
chr1,-,8866409,0,33,33,99.4545,81.3636,7,7,42,0
chr1,-,8866420,0,5,31,104.161,94.6129,5,5,44,0
chr1,-,8866457,0,6,33,100.333,114.0,20,20,46,1
chr1,-,8866492,0,4,22,103.227,148.727,24,24,46,1
chr1,-,8866502,0,5,19,111.368,133.105,22,22,48,1
chr1,-,8868059,0,31,43,88.907,119.721,36,36,62,0
chr1,-,8870513,0,25,36,163.583,241.083,17,17,75,0
chr1,-,8871988,0,28,34,96.0588,128.676,15,15,42,0
chr1,-,8878725,0,1505,1199,64.8065,44.3211,2,2,2,0
chr1,-,8878733,0,20,1069,62.8045,44.4827,2,2,2,0
chr1,+,8751091,29,28,29,34.0,227.655,0,0,2,0
chr1,+,8789277,1,0,1,11.0,65.0,0,0,4,0
chr1,+,8791987,1,0,1,60.0,374.0,0,0,3,0
chr1,+,8795998,1,0,1,703.0,11.0,0,0,2,0
chr1,+,8799239,1,0,1,61.0,388.0,0,0,1,0
chr1,+,8808171,1,0,1,72.0,27.0,0,0,1,0
chr1,+,8809160,1,0,1,0.0,51.0,0,0,1,0
chr1,+,8863356,5,5,5,77.2,179.0,0,0,1,0
chr1,+,8879897,1,0,1,53.0,84.0,0,0,2,0
chr1,+,9028139,1,0,1,3.0,494.0,0,0,1,0
chr1,+,9053892,1,0,1,9.0,55.0,0,0,1,0
chr1,+,9057332,1,0,1,1.0,85.0,0,0,0,0
chr1,+,9068209,1,0,1,13.0,81.0,0,0,0,0
chr1,-,9038509,1,0,1,112.0,15.0,3,3,3,0
chr1,-,9039988,1,0,1,40.0,805.0,2,2,3,0
chr1,-,9069681,9,0,8,35.75,52.25,0,0,0,0
chr1,+,9103125,12,0,12,50.6667,42.25,0,0,0,0
chr1,+,9156663,1,0,1,0.0,64.0,0,0,2,0
chr1,+,9161961,1,0,1,100.0,63.0,0,0,1,0
chr1,+,9178471,1,0,1,12.0,704.0,1,1,0,0
chr1,+,9179610,1,0,1,171.0,68.0,0,0,0,0
chr1,+,9192089,4,0,4,39.25,73.5,0,0,0,0
chr1,-,9103125,2,0,2,49.5,39.0,0,0,1,0
chr1,-,9129028,1,0,1,29.0,135.0,0,0,1,0
chr1,-,9138822,1,0,1,0.0,48.0,0,0,1,0
chr1,-,9163145,1,0,1,398.0,423.0,0,0,2,0
chr1,-,9167652,1,0,1,81.0,8.0,0,0,2,0
chr1,-,9182316,2,0,2,325.5,62.5,0,0,1,1
chr1,-,9223758,2,0,1,82.0,259.0,0,0,1,0
chr1,-,9230235,1,0,1,30.0,66.0,0,0,0,0
chr1,+,9237731,1,0,1,58.0,20.0,0,0,0,0
chr1,+,9268259,1,0,1,11.0,75.0,0,0,0,0
