chrom,strand,position,weight_sg,weight_berth,read_density,leading_clip_length,trailing_clip_length,junction_start_cnt,junction_end_cnt,junction_cross_cnt,label
chr1,+,1065635,1,0,1,83.0,13.0,0,0,8,0
chr1,+,1097413,1,0,1,11.0,99.0,0,0,2,0
chr1,+,1013466,0,653,608,55.4391,66.8816,0,4,1,1
chr1,+,1064397,0,5,17,76.1765,48.0588,0,0,4,0
chr1,+,1064406,0,39,19,94.5263,53.1579,0,0,4,0
chr1,-,1081822,2,0,2,11.5,83.0,0,0,0,0
chr1,-,1094828,1,0,1,111.0,57.0,0,0,1,0
chr1,-,1203505,7,0,7,70.7143,29.0,0,0,0,0
chr1,-,1211339,9,0,9,63.1111,194.889,0,0,0,0
chr1,-,1216908,2,0,2,74.5,30.5,0,0,0,0
chr1,-,1253911,2,0,2,83.0,11.5,0,0,0,0
chr1,-,1254898,0,10,37,69.2162,49.0,0,0,1,0
chr1,+,1290673,1,0,1,0.0,100.0,1,0,0,0
chr1,+,1308559,15,15,8,14.25,84.0,0,0,0,1
chr1,+,1308743,1,0,1,66.0,49.0,5,0,0,0
chr1,+,1310734,1,0,1,177.0,136.0,2,0,4,0
chr1,+,1317115,1,0,1,63.0,91.0,0,0,0,0
chr1,+,1324801,4,0,4,162.5,44.5,0,0,0,1
chr1,+,1364324,1,0,1,452.0,62.0,1,0,0,0
chr1,+,1373735,2,0,2,70.0,70.0,0,0,1,0
chr1,+,1386720,2,0,2,64.5,106.0,0,0,1,0
chr1,+,1391396,2,0,1,575.0,84.0,0,0,1,0
chr1,+,1396746,1,0,1,57.0,32.0,1,0,1,0
chr1,+,1399520,16,14,10,34.0,52.7,0,0,2,1
chr1,-,1311596,42,24,40,64.65,141.7,0,0,0,0
chr1,-,1318682,1,0,1,93.0,12.0,0,0,5,0
chr1,-,1322713,1,0,1,515.0,77.0,0,0,5,0
chr1,-,1324808,2,0,1,18.0,133.0,0,0,1,1
chr1,-,1363901,1,0,1,69.0,12.0,0,0,1,0
chr1,-,1373709,252,250,238,67.3277,53.6303,0,0,1,0
chr1,-,1378177,1,0,1,70.0,69.0,0,0,1,0
chr1,-,1385708,108,0,3,60.0,30.0,0,0,2,0
chr1,-,1396746,18,14,18,60.9444,83.8333,5,0,5,0
chr1,-,1401484,1,0,1,162.0,67.0,0,0,5,0
chr1,-,1401905,5,156,182,73.3407,65.4341,0,6,0,0
chr1,-,1405434,1,0,1,70.0,12.0,0,0,15,0
chr1,-,1408039,1,0,1,93.0,34.0,0,0,2,0
chr1,-,1412878,1,0,1,2.0,63.0,0,0,2,0
chr1,-,1464498,1,0,1,1090.0,72.0,0,0,1,0
chr1,-,1386480,0,95,12,56.9167,53.1667,0,0,2,0
chr1,-,1401947,0,41,192,74.4896,65.1667,0,6,0,0
chr1,+,1450834,1,0,1,89.0,10.0,0,0,0,0
chr1,+,1458828,1,0,1,97.0,1048.0,0,0,1,0
chr1,+,1462464,4,0,3,63.6667,40.3333,0,0,2,0
chr1,+,1471769,3,0,3,35.6667,52.0,0,0,1,1
chr1,+,1490480,1,0,1,81.0,109.0,0,0,3,0
chr1,+,1505139,1,0,1,12.0,173.0,0,0,1,0
chr1,+,1505564,3,0,1,10.0,147.0,0,0,2,0
chr1,+,1512148,2,0,2,37.0,29.0,0,0,0,1
chr1,+,1522720,1,0,1,100.0,19.0,0,1,2,0
chr1,-,1534347,1,0,1,38.0,127.0,1,0,0,0
chr1,+,1615461,2,0,2,16.0,98.5,0,0,0,1
chr1,+,1615907,1,0,1,13.0,74.0,0,0,1,0
chr1,+,1628570,1,0,1,116.0,37.0,0,0,1,0
chr1,+,1628938,2,0,2,41.5,51.5,0,0,2,0
chr1,+,1629637,1,0,1,44.0,114.0,0,3,1,0
chr1,+,1630034,1,0,1,832.0,79.0,0,0,2,0
chr1,+,1654437,5,0,5,13.6,383.2,2,0,0,0
chr1,+,1659258,1,0,1,14.0,136.0,0,0,2,0
chr1,+,1673042,1,0,1,18.0,66.0,0,0,2,0
chr1,+,1689221,1,0,1,67.0,13.0,0,0,1,0
chr1,+,1716916,1,0,1,57.0,0.0,0,0,1,0
chr1,+,1718803,1,0,1,69.0,178.0,0,0,1,0
chr1,+,1724569,1,0,1,14.0,136.0,0,0,1,0
chr1,+,1724835,3,0,3,31.3333,82.3333,0,0,2,0
chr1,+,1727384,4,0,4,61.0,713.75,0,0,5,0
chr1,+,1734211,2,0,2,479.0,67.0,0,0,7,0
chr1,+,1741798,1,0,1,12.0,116.0,0,0,2,0
chr1,+,1785291,1,0,1,77.0,56.0,0,0,1,0
chr1,+,1822307,1,0,1,61.0,14.0,0,0,0,0
chr1,-,1541672,67,56,61,72.7049,75.0656,0,0,0,0
chr1,-,1562338,6,0,6,69.3333,82.6667,0,0,4,0
chr1,-,1563918,11,0,1,264.0,14.0,0,0,5,0
chr1,-,1635225,6,0,2,85.5,189.0,0,0,2,0
chr1,-,1652426,7,42,33,73.5152,39.9091,0,5,1,0
chr1,-,1661477,4,0,4,75.25,1165.5,0,0,3,0
chr1,-,1668331,1,0,1,462.0,81.0,0,0,6,0
chr1,-,1674667,1,0,1,30.0,62.0,0,0,7,0
chr1,-,1675042,1,0,1,59.0,45.0,0,0,8,0
chr1,-,1695046,1,0,1,105.0,70.0,0,0,3,0
chr1,-,1698624,2,0,2,42.5,519.5,0,0,3,0
chr1,-,1702382,7,0,3,78.0,229.333,0,0,5,0
chr1,-,1716919,2,0,2,34.0,41.5,0,0,6,0
chr1,-,1718911,1,0,1,355.0,62.0,1,0,6,0
chr1,-,1722388,1,0,1,810.0,66.0,0,0,7,0
chr1,-,1724900,1,0,1,26.0,63.0,0,0,4,0
chr1,-,1725523,1,0,1,68.0,12.0,1,0,5,0
chr1,-,1727384,5,0,5,52.8,648.2,0,0,6,0
chr1,-,1732091,1,0,1,26.0,81.0,0,1,9,0
chr1,-,1737523,1,0,1,30.0,218.0,0,0,5,0
chr1,-,1737898,1,0,1,59.0,35.0,0,0,6,0
chr1,-,1747275,1,0,1,105.0,70.0,0,0,3,0
chr1,-,1751234,5,0,5,77.8,117.4,0,0,3,0
chr1,-,1785285,26,0,4,74.0,114.75,0,0,3,0
chr1,-,1800228,1,0,1,16.0,68.0,0,0,5,0
chr1,-,1866024,1,0,1,1011.0,64.0,0,0,4,0
chr1,-,1541812,0,3,4,200.75,132.75,0,0,0,0
chr1,-,1564726,0,7,6,65.1667,39.0,0,2,3,0
chr1,-,1642346,0,12,21,64.9524,147.429,0,3,2,0
chr1,-,1709478,0,14,20,58.8,163.2,0,3,5,0
chr1,-,1719358,0,8,6,53.3333,46.6667,0,3,4,0
chr1,-,1752514,0,4,8,52.625,240.375,0,0,2,0
chr1,-,1786748,0,11,14,68.6429,212.714,0,0,3,0
chr1,+,2183363,2,0,1,330.0,79.0,0,0,0,0
chr1,-,2189545,33,5,26,71.6923,113.462,0,0,0,0
chr1,-,2191900,1,0,1,63.0,172.0,0,0,7,0
chr1,-,2189562,0,6,27,70.963,129.852,0,0,0,0
chr1,+,2229523,1,0,1,180.0,17.0,0,0,0,0
chr1,-,2325219,1,0,1,3.0,461.0,0,0,0,0
chr1,-,2378978,1,0,1,81.0,11.0,0,0,1,1
chr1,-,2388006,1,0,1,87.0,14.0,0,0,2,0
chr1,-,2401306,1,0,1,56.0,433.0,0,0,1,0
chr1,-,2401408,1,0,1,526.0,10.0,2,0,1,0
chr1,-,2403975,1,0,1,61.0,8.0,0,0,3,0
chr1,-,2404256,1,0,1,0.0,96.0,0,0,4,0
chr1,-,2508537,4,0,3,71.3333,403.667,0,0,0,0
chr1,-,2549922,2,0,2,51.0,614.0,0,0,0,0
chr1,-,2550282,1,0,1,59.0,12.0,2,0,0,1
chr1,-,2561886,1,0,1,13.0,92.0,0,0,0,0
chr1,+,2344229,1,0,1,254.0,112.0,1,0,0,0
chr1,+,2363122,1,0,1,29.0,76.0,0,0,1,0
chr1,+,2366082,1,0,1,0.0,9.0,0,0,2,0
chr1,+,2391773,110,19,36,63.3333,54.8056,0,0,1,0
chr1,+,2395175,7,0,1,57.0,76.0,0,0,8,0
chr1,+,2401210,1,0,1,100.0,4.0,1,0,8,0
chr1,+,2511646,1,0,1,216.0,72.0,1,0,1,0
chr1,+,2555748,2,7,2,13.0,98.5,0,0,2,0
chr1,+,2557150,1,0,1,13.0,76.0,0,0,4,0
chr1,+,2558339,2,0,2,448.0,19.5,0,2,3,0
chr1,+,2556351,0,10,12,40.9167,158.083,0,0,5,1
chr1,+,2556520,0,16,14,37.7857,63.5714,0,0,4,0
chr1,+,2577010,4,0,1,14.0,101.0,0,0,0,0
chr1,+,2586776,2,0,2,37.0,47.0,0,0,0,1
chr1,-,2577021,3,0,2,42.5,80.5,0,0,0,0
chr1,+,2827727,1,0,1,61.0,15.0,0,0,0,0
chr1,-,3623478,1,0,1,70.0,23.0,0,0,0,0
chr1,+,3625485,1,0,1,9.0,73.0,1,0,0,0
chr1,+,3631046,1,0,1,274.0,65.0,1,0,0,0
chr1,-,3630766,23,0,23,76.0435,62.9565,0,0,0,0
chr1,-,3647053,2,0,2,86.5,22.0,0,0,4,0
chr1,-,3661889,1,0,1,21.0,13.0,0,0,0,0
chr1,-,3733919,1,0,1,74.0,25.0,0,0,0,0
chr1,+,3733623,1,0,1,15.0,77.0,0,0,0,0
chr1,+,3733919,2,0,1,11.0,98.0,1,0,0,0
chr1,-,3737148,2,0,2,57.5,35.5,0,0,0,0
chr1,+,3772673,3,0,2,38.0,81.0,0,0,0,0
chr1,-,3780218,6,0,4,104.75,14.5,0,0,0,0
chr1,-,3814784,3,0,3,115.667,13.0,0,0,0,0
chr1,-,3832987,1,0,1,75.0,49.0,0,0,1,0
chr1,+,3780332,1,0,1,104.0,1.0,0,0,0,0
chr1,-,3842763,1,0,1,89.0,0.0,0,0,0,0
chr1,-,3843376,1,0,1,11.0,206.0,0,0,1,0
chr1,-,3862614,1,0,1,4.0,81.0,0,0,0,0
chr1,+,3857450,3,0,2,41.0,57.5,0,0,0,1
chr1,-,3867927,1,0,1,155.0,59.0,1,0,0,0
chr1,-,3889132,15,0,14,82.2143,64.0,0,0,1,0
chr1,+,3889134,6,0,6,47.5,121.333,0,0,0,0
chr1,+,4634495,1,0,1,1092.0,82.0,0,0,0,0
chr1,+,4639331,1,0,1,105.0,76.0,0,0,0,0
chr1,-,5155570,1,0,1,26.0,61.0,0,0,0,0
chr1,-,5603461,2,0,1,64.0,637.0,0,0,0,0
chr1,+,5656159,1,0,1,92.0,289.0,0,0,0,0
chr1,+,5710718,1,0,1,204.0,48.0,0,0,1,0
chr1,-,5862829,1,0,1,117.0,306.0,0,0,0,0
chr1,+,5992722,3,0,3,41.6667,252.0,0,0,0,1
chr1,+,5995965,1,0,1,0.0,25.0,0,0,2,0
chr1,+,6026271,6,0,2,61.0,74.5,0,0,1,0
chr1,+,6027613,1,0,1,137.0,62.0,0,0,2,0
chr1,+,6073731,1,0,1,28.0,307.0,2,1,1,0
chr1,-,6099138,1,0,1,48.0,81.0,0,0,0,0
chr1,+,6185036,2,0,2,73.0,43.5,1,0,0,0
chr1,+,6186614,4,0,4,65.25,58.5,0,0,2,0
chr1,+,6214635,3,0,3,45.6667,71.3333,0,0,0,0
chr1,-,6182057,2,0,2,43.5,47.5,2,0,0,0
chr1,-,6185019,25,24,20,76.75,34.25,0,0,2,0
chr1,-,6204829,2,0,2,41.5,40.0,0,0,2,0
chr1,-,6214788,2,0,1,4.0,62.0,0,0,2,0
chr1,-,6264271,33,4,32,68.125,107.125,0,0,1,0
chr1,-,6375296,1,0,1,528.0,18.0,0,0,2,0
chr1,-,6186283,0,173,37,58.5946,76.4595,0,0,2,0
chr1,-,6186596,0,16,1911,67.5207,69.6442,0,2,0,0
chr1,-,6186610,0,1895,1937,67.8126,70.1384,1,2,0,0
chr1,-,6186687,0,36,79,61.7595,98.5063,5,1,0,0
chr1,-,6186693,0,46,69,68.2899,93.087,6,1,0,0
chr1,-,6192926,0,21,22,146.636,132.364,0,18,6,0
chr1,-,6413046,1,0,1,22.0,67.0,0,0,0,0
chr1,-,6461150,4,0,4,47.0,51.5,0,0,0,0
chr1,-,6521346,14,8,14,56.6429,72.6429,0,0,0,0
chr1,-,6547878,1,0,1,85.0,29.0,0,0,3,0
chr1,+,6521346,10,0,9,62.5556,81.6667,0,0,0,0
chr1,+,6524308,1,0,1,7.0,82.0,0,0,3,0
chr1,+,6547970,1,0,1,118.0,54.0,0,0,1,0
chr1,+,6579995,3,0,3,13.0,114.333,0,0,1,1
chr1,+,6581437,1,0,1,156.0,23.0,0,0,3,0
chr1,+,6583603,2,0,2,38.0,47.0,0,0,4,0
chr1,+,6613757,1,0,1,49.0,49.0,0,0,0,1
chr1,+,6616027,2,0,1,13.0,58.0,0,0,1,0
chr1,+,6625152,23,20,20,26.4,71.15,0,0,0,1
chr1,-,6634169,4,0,4,77.5,24.75,0,0,0,0
chr1,-,6647089,1,0,1,9.0,113.0,0,0,3,0
chr1,-,6666363,1,0,1,67.0,15.0,0,0,2,0
chr1,-,6791112,1,0,1,61.0,85.0,0,0,0,0
chr1,-,6828286,1,0,1,60.0,5.0,1,0,0,0
chr1,+,6784855,1,0,1,73.0,34.0,1,0,0,0
chr1,+,6785438,202,215,209,66.7225,64.6986,0,1,0,1
chr1,+,6820178,9,14,18,152.944,90.9444,0,3,6,0
chr1,+,6824885,1,0,1,71.0,72.0,1,0,11,0
chr1,+,6871755,1,0,1,5.0,88.0,0,6,3,0
chr1,+,6825089,0,4,4,281.25,51.0,0,7,4,0
chr1,-,7101798,1,0,1,730.0,2773.0,0,0,0,0
chr1,+,7091301,1,0,1,229.0,104.0,0,0,0,0
chr1,+,7403598,1,0,1,265.0,0.0,1,0,0,0
chr1,+,7407029,1,0,1,14.0,83.0,0,0,1,0
chr1,-,7568168,1,0,1,1067.0,481.0,0,0,0,0
chr1,+,7771271,10,0,10,40.8,74.2,0,0,0,1
chr1,-,7715457,1,0,1,424.0,91.0,1,0,0,0
chr1,+,7904354,1,0,1,2404.0,15.0,0,0,0,0
chr1,-,7917671,1,0,1,1.0,61.0,0,0,0,0
chr1,-,7921792,1,0,1,23.0,64.0,0,0,1,0
chr1,-,7978392,1,0,1,66.0,379.0,0,0,0,0
chr1,+,7954285,1,0,1,67.0,4.0,1,0,0,0
chr1,+,7961652,158,454,297,61.5657,66.0976,2,0,1,0
chr1,+,7962737,3,0,76,101.697,70.9868,0,19,5,0
chr1,+,7976719,2,0,2,37.5,60.5,0,0,16,0
chr1,+,7990883,2,0,2,59.5,17.5,0,0,1,0
chr1,+,7962759,0,85,82,102.963,82.1219,0,19,5,0
chr1,+,7965322,0,19,17,312.118,76.7647,1,7,8,0
chr1,+,7969342,0,5,10,178.1,72.4,3,18,11,0
chr1,+,7970891,0,7,8,225.25,77.5,1,11,7,0
chr1,+,7977649,0,10,10,76.4,71.9,1,9,6,0
chr1,-,8011727,1,0,1,76.0,16.0,0,0,0,0
chr1,+,8239982,1,0,1,75.0,330.0,0,0,0,1
chr1,+,8367039,1,0,1,7.0,75.0,0,0,0,0
chr1,+,8423428,1,0,1,61.0,22.0,0,0,0,0
chr1,+,8441759,1,0,1,26.0,80.0,0,0,0,0
chr1,-,8360935,1,0,1,75.0,61.0,0,0,0,0
chr1,-,8455480,1,0,1,97.0,27.0,0,0,1,0
chr1,-,8743269,8,6,8,24.5,169.625,5,0,0,0
chr1,-,8769981,1,0,1,80.0,28.0,0,0,2,0
chr1,-,8805844,1,0,1,74.0,3.0,0,0,3,0
chr1,-,8851076,1,0,1,175.0,908.0,1,0,3,0
chr1,-,8852136,1,0,1,136.0,245.0,1,0,4,0
chr1,-,8852593,1,0,2,79.5,3.5,2,0,5,0
chr1,-,8854043,1,0,1,32.0,60.0,0,0,7,0
chr1,-,8857699,7,3,7,118.286,44.4286,6,0,7,0
chr1,-,8860960,1,0,1703,69.8802,91.3958,0,6,7,0
chr1,-,8866277,4,10,16,99.0625,99.0,4,29,44,0
chr1,-,8876611,1,0,1,84.0,16.0,0,0,34,0
chr1,-,8893410,2,0,2,17.0,71.0,1,0,2,0
chr1,-,8860996,0,1834,1950,69.8144,92.7549,8,9,4,0
chr1,-,8861070,0,67,176,86.0852,93.142,15,2,5,0
chr1,-,8861135,0,9,49,108.531,99.3673,9,1,15,0
chr1,-,8861150,0,4,43,91.0698,86.5349,13,1,16,0
chr1,-,8861228,0,5,29,90.6552,98.2414,17,3,22,0
chr1,-,8861269,0,28,33,96.6364,170.121,18,6,26,0
chr1,-,8862885,0,10,21,209.524,182.286,4,29,108,0
chr1,-,8863234,0,21,21,227.286,195.524,6,46,70,0
chr1,-,8863956,0,33,28,126.5,108.464,13,21,42,0
chr1,-,8865296,0,12,23,78.9565,109.652,6,36,43,0
chr1,-,8865378,0,16,20,31.8,74.35,12,8,45,0
chr1,-,8866325,0,14,25,73.2,93.12,9,35,38,0
chr1,-,8867115,0,12,9,24.7778,78.5556,9,21,53,0
chr1,-,8867987,0,7,10,69.2,58.8,13,34,56,0
chr1,-,8870451,0,14,15,80.5333,186.4,6,25,75,0
chr1,-,8871888,0,11,12,188.667,423.583,0,47,45,0
chr1,+,8743265,31,28,31,33.871,241.419,9,0,0,0
chr1,+,8769788,1,0,1,60.0,374.0,0,0,2,0
chr1,+,8771628,1,0,1,703.0,11.0,0,0,3,0
chr1,+,8785631,1,0,1,11.0,65.0,0,0,4,0
chr1,+,8799749,1,0,1,72.0,27.0,0,0,1,0
chr1,+,8803062,1,0,1,0.0,51.0,0,0,2,0
chr1,+,8861001,5,5,5,77.2,179.0,0,0,1,0
chr1,+,8875767,1,0,1,9.0,55.0,0,0,1,0
chr1,+,8878841,1,0,1,53.0,84.0,0,0,2,1
chr1,+,9049355,1,0,1,1.0,85.0,0,0,1,0
chr1,+,9066596,1,0,1,13.0,81.0,0,0,0,0
chr1,-,9036942,13,0,12,48.0,59.9167,0,0,0,0
chr1,+,9100304,13,0,12,54.3333,49.5,0,0,0,0
chr1,+,9145775,1,0,1,100.0,63.0,0,0,0,0
chr1,+,9149258,1,0,1,12.0,704.0,0,0,1,0
chr1,+,9154768,1,0,1,0.0,64.0,0,0,2,0
chr1,+,9177473,1,0,1,171.0,68.0,0,0,1,0
chr1,+,9182167,4,0,4,39.25,73.5,0,0,0,1
chr1,-,9100307,2,0,2,22.5,67.5,0,0,0,0
chr1,-,9102524,1,0,1,84.0,9.0,0,0,2,0
chr1,-,9115330,1,0,1,29.0,135.0,0,0,1,0
chr1,-,9137714,1,0,1,0.0,48.0,0,0,1,0
chr1,-,9148286,2,0,2,45.0,35.5,0,0,1,0
chr1,-,9160678,1,0,1,398.0,423.0,0,0,2,0
chr1,-,9165671,1,0,1,81.0,8.0,0,0,2,0
chr1,-,9180012,1,0,1,631.0,65.0,1,0,2,0
chr1,-,9223377,2,0,2,44.0,407.0,0,0,1,0
chr1,+,9237241,1,0,1,58.0,20.0,0,0,0,0
chr1,+,9264733,1,0,1,11.0,75.0,0,0,0,0
chr1,-,9237230,1,0,1,7.0,99.0,0,0,0,0
chr1,-,9329645,1,0,1,116.0,15.0,0,0,0,0
chr1,-,9628446,1,0,1,66.0,18.0,0,0,0,0
chr1,-,9632311,1,0,1,5.0,61.0,0,0,0,0
chr1,-,9634149,2,0,2,102.0,213.5,1,0,1,0
chr1,-,9640297,1,0,1,468.0,80.0,0,0,2,0
chr1,-,9651752,1,0,1,15.0,58.0,1,0,0,1
chr1,-,9652627,3,0,1,37.0,69.0,0,0,1,0
chr1,-,9657301,1,0,1,2.0,46.0,0,0,1,0
chr1,-,9666227,1,0,1,66.0,26.0,0,0,2,0
chr1,-,9666697,1,0,1,616.0,0.0,0,0,3,0
chr1,-,9667902,1,0,1,38.0,6.0,0,0,4,0
chr1,-,9672406,1,0,1,82.0,22.0,0,0,4,0
chr1,-,9673107,1,0,1,66.0,288.0,0,0,5,0
chr1,-,9680838,19,19,18,77.8889,96.7222,0,0,5,0
chr1,-,9698150,1,0,1,30.0,63.0,0,0,3,0
chr1,-,9700145,1,0,1,217.0,315.0,0,0,3,0
chr1,-,9707318,1,0,1,42.0,8.0,0,0,4,0
chr1,-,9727808,2,0,2,40.0,31.0,0,0,3,0
chr1,-,9729986,1,0,1,25.0,65.0,0,0,0,0
chr1,+,9539489,1,0,1,57.0,2.0,0,0,0,1
chr1,+,9544264,1,0,1,90.0,17.0,0,0,1,0
chr1,+,9562919,1,0,1,62.0,0.0,0,0,2,0
chr1,+,9578880,1,0,1,250.0,0.0,0,0,3,0
chr1,+,9611200,1,0,1,18.0,52.0,0,0,2,0
chr1,+,9634138,4,0,4,16.0,55.75,0,0,2,0
chr1,+,9642729,1,0,1,79.0,1677.0,0,0,3,0
chr1,+,9651743,3,0,3,62.6667,541.333,0,0,2,1
chr1,+,9676543,2,0,1,106.0,57.0,0,0,5,0
chr1,+,9682924,1,0,1,468.0,35.0,1,0,5,0
chr1,+,9691465,1,0,1,129.0,4.0,0,2,4,1
chr1,+,9691601,1,0,1,146.0,65.0,2,0,4,0
chr1,+,9698427,1,0,1,229.0,53.0,0,0,6,0
chr1,+,9699902,1,0,1,0.0,262.0,0,0,7,0
